ticker,cik,company_name,sic_code,sic_description,classification,classification_reason,fiscal_year_end,entity_type,exchanges,business_address
"GPOR","0000874499","Gulfport Energy Corporation Common Shares","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""14313 NORTH MAY AVENUE"",""street2"":""SUITE 100"",""city"":""OKLAHOMA CITY"",""stateOrCountry"":""OK"",""zipCode"":""73134"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"GPRK","0001464591","Geopark Ltd Common Shares","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE""]","{""street1"":""CALLE 94 NO. 11-30 8 PISO"",""street2"":null,""city"":""BOGOTA"",""stateOrCountry"":""F8"",""zipCode"":""00000"",""stateOrCountryDescription"":""Colombia"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"GRNT","0001928446","Granite Ridge Resources Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""5217 MCKINNEY AVENUE"",""street2"":""SUITE 400"",""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75205"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"GTE","0001273441","Gran Tierra Energy Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""500 CENTRE STREET SE"",""street2"":null,""city"":""CALGARY"",""stateOrCountry"":""A0"",""zipCode"":""T2G 1A6"",""stateOrCountryDescription"":""Alberta, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"GWRS","0001434728","Global Water Resources Inc. Common Stock","4941","Water Supply","Diversified Utility","Extended SIC 4941 + Keywords: water, water supply","1231","operating","[""Nasdaq""]","{""street1"":""21410 N. 19TH AVENUE"",""street2"":""SUITE 220"",""city"":""PHOENIX"",""stateOrCountry"":""AZ"",""zipCode"":""85027"",""stateOrCountryDescription"":""AZ"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"HE","0000354707","Hawaiian Electric Industries Inc. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""1001 BISHOP STREET, SUITE 2900"",""street2"":null,""city"":""HONOLULU"",""stateOrCountry"":""HI"",""zipCode"":""96813"",""stateOrCountryDescription"":""HI"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"HESM","0001789832","Hess Midstream LP Class A Representing Limited Partner Interests","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""1501 MCKINNEY STREET"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77010"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"HNRG","0000788965","Hallador Energy Company Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""Nasdaq""]","{""street1"":""1183 EAST CANVASBACK DRIVE"",""street2"":null,""city"":""TERRE HAUTE"",""stateOrCountry"":""IN"",""zipCode"":""47802"",""stateOrCountryDescription"":""IN"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"HTO","0000766829","H2O America Common Stock","4941","Water Supply","Diversified Utility","Extended SIC 4941 + Keywords: water, water supply","1231","operating","[""Nasdaq""]","{""street1"":""110 W. TAYLOR STREET"",""street2"":null,""city"":""SAN JOSE"",""stateOrCountry"":""CA"",""zipCode"":""95110"",""stateOrCountryDescription"":""CA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"HUSA","0001156041","Houston American Energy Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""801 TRAVIS STREET, SUITE 1425"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"IDA","0001057877","IDACORP Inc. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""1221 WEST IDAHO STREET"",""street2"":null,""city"":""BOISE"",""stateOrCountry"":""ID"",""zipCode"":""83702-5627"",""stateOrCountryDescription"":""ID"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"INDO","0001757840","Indonesia Energy Corporation Limited Ordinary Shares","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE""]","{""street1"":""JL. RAYA PASAR MINGGU NO. 17A"",""street2"":""KELURAHAN PANCORAN, KECAMATAN PANCORAN"",""city"":""JAKARTA SELATAN"",""stateOrCountry"":""K8"",""zipCode"":""12780"",""stateOrCountryDescription"":""Indonesia"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"INR","0002029118","Infinity Natural Resources Inc. Class A Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""2605 CRANBERRY SQUARE"",""street2"":null,""city"":""MORGANTOWN"",""stateOrCountry"":""WV"",""zipCode"":""26508"",""stateOrCountryDescription"":""WV"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"KEN","0001611005","Kenon Holdings Ltd. Ordinary Shares","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE""]","{""street1"":""1 TEMASEK AVENUE #37-02B"",""street2"":""MILLENIA TOWER"",""city"":""SINGAPORE"",""stateOrCountry"":""U0"",""zipCode"":""039192"",""stateOrCountryDescription"":""Singapore"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"KEP","0000887225","Korea Electric Power Corporation Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE""]","{""street1"":""55 JEOLLYEOK-RO"",""street2"":null,""city"":""NAJU-SI"",""stateOrCountry"":null,""zipCode"":""58322"",""stateOrCountryDescription"":null,""isForeignLocation"":1,""foreignStateTerritory"":null,""country"":""Korea, Republic of"",""countryCode"":""M5""}"
"KGEI","0001477081","Kolibri Global Energy Inc. Common stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""Nasdaq""]","{""street1"":""925 BROADBECK DR"",""street2"":""SUITE 220"",""city"":""THOUSAND OAKS"",""stateOrCountry"":""CA"",""zipCode"":""91320"",""stateOrCountryDescription"":""CA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"KGS","0001767042","Kodiak Gas Services Inc. Common Stock","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE""]","{""street1"":""9950 WOODLOCH FOREST DRIVE, 19TH FLOOR"",""street2"":null,""city"":""THE WOODLANDS"",""stateOrCountry"":""TX"",""zipCode"":""77380"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"KMI","0001506307","Kinder Morgan Inc. Common Stock","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE"",""NYSE""]","{""street1"":""1001 LOUISIANA STREET"",""street2"":""SUITE 1000"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"KNTK","0001692787","Kinetik Holdings Inc. Class A Common Stock","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE""]","{""street1"":""2700 POST OAK BLVD."",""street2"":""SUITE 300"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77056"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"KOS","0001509991","Kosmos Energy Ltd. Common Shares (DE)","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""8176 PARK LANE"",""street2"":""SUITE 500"",""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75231"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"KRP","0001657788","Kimbell Royalty Partners Common Units Representing Limited Partner Interests","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""777 TAYLOR ST., SUITE 810"",""street2"":null,""city"":""FORT WORTH"",""stateOrCountry"":""TX"",""zipCode"":""76102"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"LNG","0000003570","Cheniere Energy Inc. Common Stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","1231","operating","[""NYSE""]","{""street1"":""845 TEXAS AVENUE"",""street2"":""SUITE 1250"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"LNT","0000352541","Alliant Energy Corporation Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""Nasdaq""]","{""street1"":""4902 NORTH BILTMORE LANE"",""street2"":""SUITE 1000"",""city"":""MADISON"",""stateOrCountry"":""WI"",""zipCode"":""53718-2148"",""stateOrCountryDescription"":""WI"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MDU","0000067716","MDU Resources Group Inc. Common Stock (Holding Company)","1400","Mining & Quarrying of  Nonmetallic Minerals (No Fuels)","Known Utility Exception","MDU Resources Group - Natural gas distribution and electric services","1231","operating","[""NYSE""]","{""street1"":""1200 WEST CENTURY AVENUE"",""street2"":null,""city"":""BISMARCK"",""stateOrCountry"":""ND"",""zipCode"":""58503"",""stateOrCountryDescription"":""ND"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MGEE","0001161728","MGE Energy Inc","4900","Electric, Gas & Sanitary Services","Electric Services","Primary Utility SIC 4900: Electric, Gas & Sanitary Services","1231","operating","[""Nasdaq""]","{""street1"":""133 SOUTH BLAIR STREET"",""street2"":""PO BOX 1231"",""city"":""MADISON"",""stateOrCountry"":""WI"",""zipCode"":""53701-1231"",""stateOrCountryDescription"":""WI"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MGY","0001698990","Magnolia Oil & Gas Corporation Class A Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""NINE GREENWAY PLAZA"",""street2"":""SUITE 1300"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77046"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MNR","0001980088","Mach Natural Resources LP Common Units representing Limited Partner Interests","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""14201 WIRELESS WAY, SUITE 300"",""street2"":null,""city"":""OKLAHOMA CITY"",""stateOrCountry"":""OK"",""zipCode"":""73134"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MNTK","0001826600","Montauk Renewables Inc. Common Stock","4932","Gas & Other Services Combined","Gas & Other Services Combined","Primary Utility SIC 4932: Gas & Other Services Combined","1231","operating","[""Nasdaq""]","{""street1"":""5313 CAMPBELLS RUN ROAD"",""street2"":""SUITE 200"",""city"":""PITTSBURGH"",""stateOrCountry"":""PA"",""zipCode"":""15205"",""stateOrCountryDescription"":""PA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MPLX","0001552000","MPLX LP Common Units Representing Limited Partner Interests","4610","Pipe Lines (No Natural Gas)","Diversified Utility","Extended SIC 4610 + Keywords: natural gas","1231","operating","[""NYSE"",""OTC""]","{""street1"":""200 E. HARDIN STREET"",""street2"":null,""city"":""FINDLAY"",""stateOrCountry"":""OH"",""zipCode"":""45840"",""stateOrCountryDescription"":""OH"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MSEX","0000066004","Middlesex Water Company Common Stock","4941","Water Supply","Diversified Utility","Extended SIC 4941 + Keywords: water, water supply","1231","operating","[""Nasdaq"",""OTC""]","{""street1"":""485C ROUTE 1 SOUTH"",""street2"":""SUITE 400"",""city"":""ISELIN"",""stateOrCountry"":""NJ"",""zipCode"":""08830"",""stateOrCountryDescription"":""NJ"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MTDR","0001520006","Matador Resources Company Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""5400 LBJ FREEWAY"",""street2"":""SUITE 1500"",""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75240"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MTZ","0000015615","MasTec Inc. Common Stock","1623","Water, Sewer, Pipeline, Comm & Power Line Construction","Utility (Keyword Match)","Strong keyword indicators: power, water, sewer, pipeline","1231","operating","[""NYSE""]","{""street1"":""800 S. DOUGLAS ROAD"",""street2"":""10TH FLOOR"",""city"":""CORAL GABLES"",""stateOrCountry"":""FL"",""zipCode"":""33134"",""stateOrCountryDescription"":""FL"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MUR","0000717423","Murphy Oil Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""9805 KATY FWY"",""street2"":""SUITE G-200"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77024"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MVO","0001371782","MV Oil Trust Units of Beneficial Interests","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""601 TRAVIS STREET, FLOOR 16"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MXC","0000066418","Mexco Energy Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","0331","operating","[""NYSE""]","{""street1"":""415 WEST WALL STREET"",""street2"":""SUITE 475"",""city"":""MIDLAND"",""stateOrCountry"":""TX"",""zipCode"":""79701"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"MYRG","0000700923","MYR Group Inc. Common Stock","1623","Water, Sewer, Pipeline, Comm & Power Line Construction","Utility (Keyword Match)","Strong keyword indicators: power, water, sewer, pipeline","1231","operating","[""Nasdaq""]","{""street1"":""12121 GRANT STREET"",""street2"":""SUITE 610"",""city"":""THORNTON"",""stateOrCountry"":""CO"",""zipCode"":""80241"",""stateOrCountryDescription"":""CO"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NEE","0000753308","NextEra Energy Inc. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""700 UNIVERSE BLVD"",""street2"":null,""city"":""JUNO BEACH"",""stateOrCountry"":""FL"",""zipCode"":""33408"",""stateOrCountryDescription"":""FL"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NEHC","0002028336","New Era Helium Inc Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq"",""Nasdaq""]","{""street1"":""4501 SANTA ROSA DR."",""street2"":null,""city"":""MIDLAND"",""stateOrCountry"":""TX"",""zipCode"":""79707"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NEHCW","0002028336","New Era Helium Inc Warrants","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq"",""Nasdaq""]","{""street1"":""4501 SANTA ROSA DR."",""street2"":null,""city"":""MIDLAND"",""stateOrCountry"":""TX"",""zipCode"":""79707"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NEXT","0001612720","NextDecade Corporation Common Stock","4923","Natural Gas Transmisison & Distribution","Natural Gas Transmission & Distribution","Primary Utility SIC 4923: Natural Gas Transmisison & Distribution","1231","operating","[""Nasdaq""]","{""street1"":""1000 LOUISIANA STREET"",""street2"":""SUITE 3300"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NFE","0001749723","New Fortress Energy Inc. Class A Common Stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","1231","operating","[""Nasdaq""]","{""street1"":""111 W. 19TH STREET"",""street2"":""8TH FLOOR"",""city"":""NEW YORK"",""stateOrCountry"":""NY"",""zipCode"":""10011"",""stateOrCountryDescription"":""NY"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NFG","0000070145","National Fuel Gas Company Common Stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","0930","operating","[""NYSE""]","{""street1"":""6363 MAIN STREET"",""street2"":null,""city"":""WILLIAMSVILLE"",""stateOrCountry"":""NY"",""zipCode"":""14221-5887"",""stateOrCountryDescription"":""NY"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NGG","0001004315","National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","0331","other","[""NYSE"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC""]","{""street1"":""1-3 STRAND"",""street2"":null,""city"":""LONDON"",""stateOrCountry"":""X0"",""zipCode"":""WC2N 5EH"",""stateOrCountryDescription"":""United Kingdom"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NGL","0001504461","NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","0331","operating","[""NYSE"",""NYSE"",""NYSE""]","{""street1"":""6120 S. YALE"",""street2"":""SUITE 1300"",""city"":""TULSA"",""stateOrCountry"":""OK"",""zipCode"":""74136"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NI","0001111711","NiSource Inc Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE""]","{""street1"":""801 EAST 86TH AVE"",""street2"":null,""city"":""MERRILLVILLE"",""stateOrCountry"":""IN"",""zipCode"":""46410-6272"",""stateOrCountryDescription"":""IN"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NJR","0000356309","NewJersey Resources Corporation Common Stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","0930","operating","[""NYSE""]","{""street1"":""1415 WYCKOFF RD"",""street2"":""PO BOX 1468"",""city"":""WALL"",""stateOrCountry"":""NJ"",""zipCode"":""07719"",""stateOrCountryDescription"":""NJ"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NNE","0001923891","Nano Nuclear Energy Inc. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","0930","operating","[""Nasdaq""]","{""street1"":""10 TIMES SQUARE"",""street2"":""30TH FLOOR"",""city"":""NEW YORK"",""stateOrCountry"":""NY"",""zipCode"":""10018"",""stateOrCountryDescription"":""NY"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NOG","0001104485","Northern Oil and Gas Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""4350 BAKER ROAD"",""street2"":""SUITE 400"",""city"":""MINNETONKA"",""stateOrCountry"":""MN"",""zipCode"":""55343"",""stateOrCountryDescription"":""MN"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NRG","0001013871","NRG Energy Inc. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""910 LOUISIANA STREET"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NWE","0001993004","NorthWestern Energy Group Inc. Common Stock","4931","Electric & Other Services Combined","Known Utility Exception","NorthWestern Corporation - Electric and natural gas utility","1231","operating","[""Nasdaq""]","{""street1"":""3010 WEST 69TH STREET"",""street2"":null,""city"":""SIOUX FALLS"",""stateOrCountry"":""SD"",""zipCode"":""57108"",""stateOrCountryDescription"":""SD"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"NWN","0001733998","Northwest Natural Holding Company Common Stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","1231","operating","[""NYSE""]","{""street1"":""250 SW TAYLOR STREET"",""street2"":null,""city"":""PORTLAND"",""stateOrCountry"":""OR"",""zipCode"":""97204"",""stateOrCountryDescription"":""OR"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"OBE","0001334388","Obsidian Energy Ltd. Common Shares","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE""]","{""street1"":""207 - 9TH AVENUE S.W."",""street2"":""SUITE 200"",""city"":""CALGARY"",""stateOrCountry"":""A0"",""zipCode"":""T2P 1K3"",""stateOrCountryDescription"":""Alberta, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"OGE","0001021635","OGE Energy Corp Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""321 N HARVEY"",""street2"":""P.O. BOX 321"",""city"":""OKLAHOMA CITY"",""stateOrCountry"":""OK"",""zipCode"":""73101-0321"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"OGS","0001587732","ONE Gas Inc. Common Stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","1231","operating","[""NYSE""]","{""street1"":""15 EAST FIFTH STREET"",""street2"":null,""city"":""TULSA"",""stateOrCountry"":""OK"",""zipCode"":""74103"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"OKE","0001039684","ONEOK Inc. Common Stock","4923","Natural Gas Transmisison & Distribution","Natural Gas Transmission & Distribution","Primary Utility SIC 4923: Natural Gas Transmisison & Distribution","1231","operating","[""NYSE""]","{""street1"":""100 WEST 5TH ST"",""street2"":null,""city"":""TULSA"",""stateOrCountry"":""OK"",""zipCode"":""74103"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"OKLO","0001849056","Oklo Inc. Class A common stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""3190 CORONADO DR."",""street2"":null,""city"":""SANTA CLARA"",""stateOrCountry"":""CA"",""zipCode"":""95054"",""stateOrCountryDescription"":""CA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"OPAL","0001842279","OPAL Fuels Inc. Class A Common Stock","4932","Gas & Other Services Combined","Gas & Other Services Combined","Primary Utility SIC 4932: Gas & Other Services Combined","1231","operating","[""Nasdaq""]","{""street1"":""200 CLARENDON STREET, 55TH FLOOR"",""street2"":null,""city"":""BOSTON"",""stateOrCountry"":""MA"",""zipCode"":""02116"",""stateOrCountryDescription"":""MA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"OPTT","0001378140","Ocean Power Technologies Inc. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","0430","operating","[""NYSE""]","{""street1"":""28 ENGELHARD DRIVE"",""street2"":""SUITE B"",""city"":""MONROE TOWNSHIP"",""stateOrCountry"":""NJ"",""zipCode"":""08831"",""stateOrCountryDescription"":""NJ"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ORA","0001296445","Ormat Technologies Inc. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""6884 SIERRA CENTER PARKWAY"",""street2"":null,""city"":""RENO"",""stateOrCountry"":""NV"",""zipCode"":""89511"",""stateOrCountryDescription"":""NV"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"OTTR","0001466593","Otter Tail Corporation Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""Nasdaq""]","{""street1"":""215 S CASCADE ST"",""street2"":""PO BOX 496"",""city"":""FERGUS FALLS"",""stateOrCountry"":""MN"",""zipCode"":""56538-0496"",""stateOrCountryDescription"":""MN"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
